"vendorNumber","brand","PurchasePrice","ActualPrice","TotalSalesQuantity","TotalSalesDollars","TotalSalesPrice","TotalExciseTax","TotalQuantityPurchase","TotalPurchaseDollars","freightCost","GrossProfit","profitmargin","stockturnover","salestoPurchaseRatio"
9552,23866,8.16,11.99,2023,24705.77,12325.95,225.24,2125,17340,55551.82,7365.77,29.8139665349431,0.952,1.42478489042676
3960,2219,1.5,1.99,10130,20158.7,6065.52,527.19,11556,17334,257032.07,2824.7,14.0123123018845,0.876600899965386,1.16295719395408
2242,23161,13.69,29.99,1223,24312.77,19293.32,550.35,1265,17317.85,7982.65,6994.92,28.7705596688489,0.966798418972332,1.40391388076464
12546,2037,0.73,0.99,23480,23245.2,5748.93,1225.48,23706,17305.38,123880.97,5939.82,25.5528883382376,0.990466548553109,1.34323545625696
4425,25141,10.27,17.99,1441,22478.59,14932.47,159.66,1685,17304.95,144929.24,5173.64,23.0158564215994,0.855192878338279,1.2989687921664
480,4092,11.19,13.99,1073,11529.27,7770.86,845.74,1546,17299.74,89286.27,-5770.47,-50.0506103161779,0.694049159120311,0.666441807795955
28776,3450,22.39,27.99,348,9740.52,5234.13,274.2,772,17285.08,259.9,-7544.56,-77.4554130580297,0.450777202072539,0.563521835016095
9165,2299,0.79,0.99,18020,17839.8,4508.46,939.99,21871,17278.09,68054.7,561.709999999999,3.14863395329544,0.823922088610489,1.03250995914479
6213,4527,26.92,34.99,632,22903.68,16230.54,498.03,641,17255.72,9621.58,5647.96,24.6596180177159,0.985959438377535,1.3273094371026
9815,15295,3.44,5.99,4954,28038.46,12220.49,552.86,5013,17244.72,27100.41,10793.74,38.4961941561698,0.988230600438859,1.62591564258509
3252,25710,7.58,10.99,2272,17312.78,4501.8,254.67,2273,17229.34,61966.91,83.4399999999987,0.481956104103435,0.999560052793665,1.0048429017014
4425,23345,14.28,31.99,1050,28625.5,14491.69,116.82,1206,17221.68,144929.24,11403.82,39.8379766292292,0.870646766169154,1.66217813825364
4425,15528,9.33,14.99,2001,30223.99,13461.01,223.21,1845,17213.85,144929.24,13010.14,43.0457394936936,1.08455284552846,1.75579489771318
3960,7909,42.96,54.99,395,19236.05,16526.61,311.7,400,17184,257032.07,2052.05,10.6677306411659,0.9875,1.11941631750466
3252,39412,5.88,8.99,2860,28571.4,15234.75,318.21,2921,17175.48,61966.91,11395.92,39.8857598857599,0.979116740842177,1.66349936071656
9165,27111,40.26,59.99,395,23696.05,16317.28,43.77,426,17150.76,68054.7,6545.29,27.6218610274708,0.927230046948357,1.38163265068137
90047,15092,16.44,29.99,1011,23639.89,14566.8,112.16,1043,17146.92,1457.73,6492.97,27.4661599525209,0.969319271332694,1.37866683929242
8664,3573,74.21,99.99,199,18798.01,14278.49,365.95,231,17142.51,18544.49,1655.5,8.80678327120796,0.861471861471861,1.09657278893231
12546,2173,15.38,19.99,759,13742.41,11237.79,598.57,1114,17133.32,123880.97,-3390.91,-24.6747841171963,0.681328545780969,0.802086810962499
9165,32138,9.2,13.99,1749,24637.51,15958.66,193.96,1860,17112,68054.7,7525.51,30.5449292562438,0.940322580645161,1.43977968676952
12546,5490,0.76,0.99,20572,20366.28,6946.83,1065.77,22512,17109.12,123880.97,3257.16,15.9929059209635,0.913823738450604,1.1903756592975
480,2123,57.96,79.99,431,34475.69,25676.79,339.84,295,17098.2,89286.27,17377.49,50.4050535319235,1.46101694915254,2.01633446795569
1392,16327,2.61,3.99,6432,27371.68,14751.46,489.7,6551,17098.11,79528.99,10273.57,37.5335748481642,0.981834834376431,1.60085997809115
10754,43224,9.2,13.99,1808,25515.92,16945.99,200.28,1857,17084.4,28720.52,8431.52,33.0441543945897,0.973613354873452,1.49352157523823
12546,525,31,39.99,512,20918.88,15969.09,403.77,551,17081,123880.97,3837.88,18.3464889133644,0.929219600725953,1.22468707921082
8004,8581,36.49,49.99,468,23395.32,9898.02,368.53,468,17077.32,50293.62,6318,27.005401080216,1,1.36996437380104
1655,4411,7.24,9.99,2908,29866.92,22052.49,2292.13,2358,17071.92,1824.89,12795,42.8400384103885,1.23324851569126,1.74947633306623
10754,446,10.34,14.99,1575,24373.25,14957.33,174.77,1650,17061,28720.52,7312.25,30.0011282861334,0.954545454545455,1.4285944551902
3960,3142,0.74,0.99,22314,22090.86,4911.39,1166.02,23055,17060.7,257032.07,5030.16,22.7703222056543,0.967859466493169,1.2948390159841
9552,26098,12.98,24.99,1185,17344.15,7400.16,132.25,1314,17055.72,55551.82,288.430000000004,1.66298146637341,0.901826484018265,1.01691104216064
10000,17167,6.82,11.99,2878,31494.9,18756.34,319.57,2500,17050,17587.59,14444.9,45.8642510374696,1.1512,1.8472082111437
2242,22938,12.74,19.99,1301,24174.99,15512.73,144.31,1338,17046.12,7982.65,7128.87,29.4886161276592,0.972346786248132,1.41821071305376
9165,3949,5681.81,7499.99,0,0,0,0,3,17045.43,68054.7,-17045.43,-Inf,0,0
90032,753,13.79,19.99,1026,20509.74,16631.68,113.24,1236,17044.44,778.25,3465.3,16.8958748380038,0.830097087378641,1.2033097009934
17033,44986,11.1,16.99,1449,24618.51,13846.85,161.03,1535,17038.5,549.55,7580.01,30.7898812722622,0.943973941368078,1.4448754291751
9744,22421,8.72,12.99,1380,16897.2,9173.56,153.46,1953,17030.16,3999.93,-132.959999999999,-0.78687593210709,0.706605222734255,0.992192674643104
7153,3533,13.23,17.99,1544,28948.56,22065.27,1217.45,1286,17013.78,15884.82,11934.78,41.2275429244149,1.20062208398134,1.70147727312802
9552,8632,12.85,18.99,1217,23676.83,12017.82,958.39,1324,17013.4,55551.82,6663.43,28.1432522850398,0.919184290030212,1.3916577521248
4425,29433,13.79,22.99,1175,24958.25,10674.96,131.01,1233,17003.07,144929.24,7955.18,31.8739494956578,0.952960259529603,1.46786727338063
17035,23067,13.81,21.99,1078,22829.22,13667.54,61.74,1231,17000.11,123780.22,5829.11,25.5335486713957,0.875710804224208,1.34288660485138
11567,4141,0.71,0.99,18706,18518.94,4028.31,977.05,23925,16986.75,20964.81,1532.19,8.27363769200612,0.781859979101358,1.09019912578922
9552,25566,8.78,12.99,542,7040.58,2156.34,60.68,1931,16954.18,55551.82,-9913.6,-140.806581275974,0.280683583635422,0.415271042303432
12546,1483,2.39,2.99,7184,21480.16,4042.48,375.38,7092,16949.88,123880.97,4530.28,21.0905319141012,1.01297236322617,1.26727504855492
2000,31233,7.43,10.99,2281,25978.19,15500.38,253.38,2277,16918.11,19016.59,9060.08,34.8757168994453,1.00175669740887,1.53552554038247
10754,15876,9.65,13.99,1707,25206.93,14830.97,189.53,1752,16906.8,28720.52,8300.13,32.9279686181538,0.974315068493151,1.490934416921
4425,13553,25.34,36.99,701,25809.99,12852.51,78.01,667,16901.78,144929.24,8908.21,34.514581369462,1.05097451274363,1.52705750518584
1392,44452,6.49,10.99,2658,29116.42,17655.95,294.97,2603,16893.47,79528.99,12222.95,41.9795771595547,1.02112946600077,1.72353104483567
8112,2618,78.56,98.99,215,21282.85,15244.46,169.53,215,16890.4,48347.26,4392.45,20.6384483281139,1,1.26005600814664
10754,10415,8.6,14.99,1797,26937.03,11242.5,200.37,1961,16864.6,28720.52,10072.43,37.3925039248945,0.916369199388067,1.59725282544502
9165,28457,11.76,17.99,2940,52890.6,23854.74,327.58,1433,16852.08,68054.7,36038.52,68.1378543635353,2.0516399162596,3.13852058618283
8673,16816,8.27,11.99,1902,23487.98,13282.29,211.28,2036,16837.72,15919.7,6650.26,28.3134607573746,0.934184675834971,1.39496202573745
4425,33441,27.58,39.99,514,21167.86,13975.61,56.93,610,16823.8,144929.24,4344.06,20.5219611240815,0.842622950819672,1.25820920362819
3960,2043,23.07,29.99,655,20591.45,16684.69,516.64,729,16818.03,257032.07,3773.42,18.3251786542473,0.898491083676269,1.22436753888535
9815,40051,4.54,7.99,3755,28135.45,12940.76,418.34,3703,16811.62,27100.41,11323.83,40.2475524649508,1.01404266810694,1.6735716129677
1392,7740,4.1,5.99,3923,23498.77,5942.08,439.73,4100,16810,79528.99,6688.77,28.464340899545,0.956829268292683,1.39790422367638
516,22903,5.4,8.99,2906,25937.94,11153.7,324.12,3108,16783.2,8510.41,9154.74,35.2947843969105,0.935006435006435,1.54547047047047
90058,19557,9.39,13.99,1821,25475.79,17963.16,201.6,1787,16779.93,448.68,8695.86,34.1338188138621,1.01902630106323,1.51822981383117
9165,1071,14.7,19.99,0,0,0,0,1140,16758,68054.7,-16758,-Inf,0,0
10754,18744,7.58,14.99,1134,19209.66,9197.58,126.28,2209,16744.22,28720.52,2465.44,12.8343760378893,0.513354459031236,1.14724125698301
660,5268,6.56,8.99,2436,21899.64,9520.41,1918.53,2551,16734.56,17932.33,5165.08,23.5852278850246,0.954919639357115,1.30864749357019
1590,25802,8.21,11.99,2108,26154.92,15335.65,234.21,2038,16731.98,7259.75,9422.94,36.0274089922661,1.03434739941119,1.56316945155325
8892,17041,5.26,9.99,3218,31135.98,17140.92,719.02,3174,16695.24,11595.97,14440.74,46.3795904288222,1.01386263390044,1.86496150998728
480,3831,2.89,3.79,5219,20823.81,9679.74,268.26,5774,16686.86,89286.27,4136.95,19.8664413476688,0.903879459646692,1.2479166242181
10754,43662,19.86,33.99,671,20747.29,15014.14,74.16,840,16682.4,28720.52,4064.89,19.5923901386639,0.798809523809524,1.24366338176761
9552,4606,102.93,139.99,80,11199.2,9939.29,63.14,162,16674.66,55551.82,-5475.46,-48.8915279662833,0.493827160493827,0.671629886306527
9165,2344,102.89,141.99,25,3549.75,3123.78,19.74,162,16668.18,68054.7,-13118.43,-369.559264736953,0.154320987654321,0.212965662717825
1392,26088,34.01,54.99,307,15346.93,9498.1,34.05,490,16664.9,79528.99,-1317.97,-8.58784134677097,0.626530612244898,0.920913416822183
3252,33148,4.54,9.99,3334,30135.94,14063.04,371.76,3668,16652.72,61966.91,13483.22,44.7413287921333,0.908942202835333,1.80967073246893
8112,3296,15.99,22.99,1065,24724.35,18525.01,839.59,1038,16597.62,48347.26,8126.73,32.8693373132155,1.02601156069364,1.489632248479
4425,14250,6.62,11.99,2604,28879.96,14047.31,290.09,2506,16589.72,144929.24,12290.24,42.5562916292128,1.0391061452514,1.74083468557637
9552,17928,7.94,11.99,1415,14225.85,3382.63,158.64,2089,16586.66,55551.82,-2360.81,-16.5952122368786,0.677357587362374,0.857668150188163
3252,26361,6.62,9.99,2322,13830.78,3419.24,260.68,2503,16569.86,61966.91,-2739.08,-19.804233745313,0.927686775868957,0.834695042685937
1601,17595,11.03,16.99,1469,23704.31,12311.41,163.43,1501,16556.03,1048.97,7148.28,30.1560349151694,0.978680879413724,1.43176292867312
9165,2232,31,39.99,539,18921.61,15033.74,425.01,534,16554,68054.7,2367.61,12.5127301535123,1.00936329588015,1.14302343844388
2555,644,20.76,26.99,817,22773.83,15969.27,857.85,797,16545.72,5861.03,6228.11,27.3476617679152,1.02509410288582,1.37641819153231
2000,21627,10.27,14.99,1495,23147.05,16012.65,165.36,1610,16534.7,19016.59,6612.35,28.5667072045898,0.928571428571429,1.39990746732629
9552,2256,72.46,99.99,0,0,0,0,228,16520.88,55551.82,-16520.88,-Inf,0,0
4425,14552,13.24,19.99,1148,21444.52,11701.7,127.64,1247,16510.28,144929.24,4934.24,23.009328257289,0.920609462710505,1.29885865048927
12546,2563,34.61,49.99,306,14431.94,11972.47,241.42,477,16508.97,123880.97,-2077.03,-14.391897416425,0.641509433962264,0.874187790031722
4425,15444,6.57,9.99,2520,27274.8,8963.69,282.38,2511,16497.27,144929.24,10777.53,39.5146068898764,1.00358422939068,1.65329172644929
90047,14852,8.16,12.99,1983,27089.17,13912.85,220.83,2019,16475.04,1457.73,10614.13,39.1821897828542,0.982169390787519,1.64425518845478
4425,45298,32.67,53.99,493,25115.07,17046.66,54.58,504,16465.68,144929.24,8649.39,34.4390439684221,0.978174603174603,1.5252980745405
516,8630,5.47,7.99,2940,23326.6,11653.85,327.21,3010,16464.7,8510.41,6861.9,29.4166316565637,0.976744186046512,1.41676435039812
9744,45600,7.33,10.99,2205,23483.95,13584.28,244.97,2244,16448.52,3999.93,7035.43,29.9584609914431,0.982620320855615,1.42772419646266
3924,3592,7.14,11.99,2665,26245.35,15865.98,4897.7,2303,16443.42,14069.87,9801.93,37.3473015219839,1.15718627876683,1.59610044625753
480,810,7.19,11.99,3153,37736.47,24286.12,2484.35,2283,16414.77,89286.27,21321.7,56.501575266579,1.38107752956636,2.29893382606031
2242,19190,7.09,10.99,2250,23829.5,12646.07,250.2,2312,16392.08,7982.65,7437.42,31.2109779894668,0.97318339100346,1.4537203332341
9552,38542,7.18,12.99,2266,24047.34,11146.57,252.48,2283,16391.94,55551.82,7655.4,31.8347060423315,0.992553657468244,1.46702220725552
10754,6692,6.68,11.99,3334,39516.66,18476.48,371.47,2453,16386.04,28720.52,23130.62,58.5338437003532,1.35915205870363,2.41160524446419
3252,11441,10.96,16.99,1435,24380.65,15443.91,159.09,1495,16385.2,61966.91,7995.45,32.7942446161197,0.959866220735786,1.48796780020995
8664,8015,14.81,19.99,408,6615.92,5540.59,321.88,1106,16379.86,18544.49,-9763.94,-147.582497974583,0.368896925858951,0.403905772088406
10754,13567,9.33,13.99,1505,20823.95,11587.61,167.28,1755,16374.15,28720.52,4449.8,21.3686644464667,0.857549857549858,1.27175761795269
8664,213,17.03,22.99,981,23249.19,13172.46,1030.05,961,16365.83,18544.49,6883.36,29.6068809278947,1.02081165452653,1.42059339489656
9165,6115,14.07,18.99,1139,22768.61,18870.56,898.54,1162,16349.34,68054.7,6419.27,28.1935085189654,0.980206540447504,1.39263175149578
9552,23917,18.54,27.99,840,23915.6,15312.62,187.13,881,16333.74,55551.82,7581.86,31.7025707069862,0.953461975028377,1.46418395297097
9165,14663,8.78,15.99,1724,22967.76,14964.74,191.18,1859,16322.02,68054.7,6645.74,28.9350811746552,0.927380311995697,1.40716406425185
8892,28070,6.66,9.99,2480,24775.2,15824.16,553.17,2450,16317,11595.97,8458.2,34.1397849462366,1.01224489795918,1.51836734693878
6785,23155,12.58,19.99,1319,25711.81,16115.73,146.21,1296,16303.68,13605.41,9408.13,36.5906950930331,1.01774691358025,1.5770556095311
8664,4904,15.38,19.99,458,7391.42,5780.42,361.13,1060,16302.8,18544.49,-8911.38,-120.563842942222,0.432075471698113,0.45338346787055
9165,4491,19.04,27.99,969,29521.31,24994.78,106.86,855,16279.2,68054.7,13242.11,44.8561056402985,1.13333333333333,1.81343739250086
516,40667,8.6,12.99,1616,20217.84,12273.59,360.56,1891,16262.6,8510.41,3955.24,19.5631185131547,0.854574299312533,1.24321080270068
9165,9092,21.89,34.99,762,23757.38,20138.54,601.19,742,16242.38,68054.7,7515,31.6322759496207,1.02695417789757,1.46267849908696
12546,3594,0.77,0.99,11443,11328.57,3849.12,594.06,21089,16238.53,123880.97,-4909.96,-43.3413926029499,0.542605149604059,0.697635192348076
4425,27243,6.53,9.99,1168,11668.32,6453.54,129.74,2485,16227.05,144929.24,-4558.73,-39.0692918946344,0.470020120724346,0.71906600398717
7239,3601,26.61,36.99,646,23235.54,15618.69,509.14,609,16205.49,16978.67,7030.05,30.2555912193132,1.06075533661741,1.43380669143605
7153,6157,6.01,7.99,3112,22901.38,15835.85,1220.27,2692,16178.92,15884.82,6722.46,29.35395159593,1.15601783060921,1.41550733917962
516,18575,26.34,39.99,606,24234.94,15855.03,67.18,614,16172.76,8510.41,8062.18,33.2667627813397,0.986970684039088,1.49850365676607
3252,11320,7.74,11.99,2037,23877.63,13598.42,226.18,2089,16168.86,61966.91,7708.77,32.2844855205479,0.97510770703686,1.47676645106705
4425,41868,33.78,49.99,418,20975.82,12952.42,46.35,478,16146.84,144929.24,4828.98,23.0216506434552,0.874476987447699,1.29906656658516
10754,27412,7.74,11.99,1103,13224.97,6438.63,122.76,2085,16137.9,28720.52,-2912.93,-22.0259856922171,0.529016786570743,0.819497580230389
2000,20459,4.82,6.99,3256,22759.44,8660.61,364.05,3346,16127.72,19016.59,6631.72,29.1383267778117,0.973102211595935,1.41120009523975
8112,13581,33.11,49.99,407,20345.93,5248.95,45.68,487,16124.57,48347.26,4221.36,20.7479333704579,0.835728952772074,1.26179674868849
3252,36543,13.15,29.99,1871,37401.29,18370.81,208.41,1226,16121.9,61966.91,21279.39,56.8948022915787,1.52610114192496,2.31990584236349
10754,20251,15.53,22.99,830,17683.7,10524.06,92.13,1037,16104.61,28720.52,1579.09,8.92963576627063,0.800385728061716,1.09805204845072
90011,43129,7.89,12.99,2074,27325.26,15030.66,230.57,2038,16079.82,238.61,11245.44,41.1540091475799,1.01766437684004,1.69935111213931
7245,8470,2.08,2.79,6894,19234.26,10367.64,352.79,7729,16076.32,38994.78,3157.94,16.4183077487774,0.891965325397852,1.19643425858654
1392,39598,4.76,7.99,3150,24880.5,11757.09,90.85,3375,16065,79528.99,8815.5,35.4313619099295,0.933333333333333,1.54873949579832
4425,23197,6.84,9.99,2457,27532.43,16728.27,548.5,2347,16053.48,144929.24,11478.95,41.6924695713382,1.04686834256498,1.7150443392959
9552,36200,8.21,13.99,2127,26184.73,16094.94,236.01,1954,16042.34,55551.82,10142.39,38.7339873277288,1.0885363357216,1.63222634603181
8112,3651,2.93,3.99,5392,21514.08,10569.51,276.98,5474,16038.82,48347.26,5475.26,25.4496590140038,0.98502009499452,1.34137548772291
9744,25645,9.93,14.99,1359,14755.91,4504.96,152.04,1615,16036.95,3999.93,-1281.04,-8.68153844798456,0.841486068111455,0.920119474089525
9165,11152,5.26,7.99,2996,25744.04,12576.37,334,3047,16027.22,68054.7,9716.82,37.7439593785591,0.983262225139481,1.60626983344585
7245,8484,2.16,2.79,5062,14122.98,7340.49,259.27,7414,16014.24,38994.78,-1891.26,-13.3913664113381,0.682762341516051,0.881901357791566
4425,6694,5.19,7.99,3089,25341.11,13631.42,343.41,3083,16000.77,144929.24,9340.34,36.8584485841386,1.00194615634123,1.58374315736055
12546,453,21.01,28.99,721,21591.79,5949.01,757.05,761,15988.61,123880.97,5603.18,25.9505117454366,0.947437582128778,1.35044822533041
9165,2310,23.19,28.99,704,20807.96,15684.69,555.06,689,15977.91,68054.7,4830.05,23.2125109813744,1.02177068214804,1.30229548169942
3252,6266,5.06,7.79,3180,24772.2,13391.01,709.71,3154,15959.24,61966.91,8812.96,35.5760085902746,1.00824350031706,1.55221677222725
9552,15399,7.28,11.99,2188,25171.12,12022.56,243.74,2192,15957.76,55551.82,9213.36,36.6029004668843,0.998175182481752,1.57735922836288
3960,3228,1.55,1.99,7931,15782.69,5343.15,411.68,10295,15957.25,257032.07,-174.559999999999,-1.10602185052104,0.770373967945605,0.989060771749518
5455,5205,31.99,39.99,259,9139.41,7691.82,204.35,498,15931.02,937.21,-6791.61,-74.3112520392454,0.520080321285141,0.573686430624028
17031,5983,21.42,26.99,756,21856.44,17529.92,596.27,743,15915.06,1573.31,5941.38,27.1836584548993,1.01749663526245,1.37331810247652
1392,39599,4.51,7.99,3413,26973.87,13609.76,98.74,3528,15911.28,79528.99,11062.59,41.0122462961377,0.967403628117914,1.69526713124274
9815,31458,5.4,8.99,2984,24681.16,15688.05,665.36,2941,15881.4,27100.41,8799.76,35.6537537133587,1.01462087725264,1.55409220849547
9552,38541,11.99,19.99,1338,24770.62,15055.89,148.44,1324,15874.76,55551.82,8895.86,35.912948484939,1.01057401812689,1.56037760570868
3664,2827,396.82,499.99,15,7499.85,6999.86,11.84,40,15872.8,30234.42,-8372.95,-111.641566164657,0.375,0.472496975958873
4950,24301,5.47,9.99,2514,22448.86,12194.47,279.5,2899,15857.53,1610,6591.33,29.3615355078164,0.867195584684374,1.41565931138078
4692,40136,32.87,47.99,423,20299.77,12141.47,46.96,482,15843.34,9139.38,4456.43,21.9531058726281,0.877593360995851,1.28128096727079
9819,6438,3.22,5.99,4868,28280.32,9757.32,544.08,4919,15839.18,14836.57,12441.14,43.9922179098398,0.989632039032324,1.78546616680914
3252,27233,4.1,5.99,3830,22941.7,9595.98,427.06,3861,15830.1,61966.91,7111.6,30.9985746479119,0.991970991970992,1.44924542485518
4425,46428,6.03,9.99,2628,25813.72,12349.43,292.73,2624,15822.72,144929.24,9991,38.704223955323,1.0015243902439,1.63143378635279
7239,1084,26.35,33.99,493,14865.07,11538.17,388.76,599,15783.65,16978.67,-918.58,-6.17945290536809,0.823038397328882,0.941801801231021
8352,5015,5.88,7.99,2675,21373.25,14541.8,2108.31,2681,15764.28,10261.6,5608.97,26.2429438667493,0.997762029093622,1.35580248511191
7153,16540,13.63,20.99,1112,23657.88,16767.12,123.03,1156,15756.28,15884.82,7901.6,33.3994423845247,0.961937716262976,1.50148893012818
3252,6782,9.65,13.99,1623,24328.77,17913.05,1217.25,1632,15748.8,61966.91,8579.97,35.2667644110245,0.994485294117647,1.54480150868638
3252,6748,3.89,5.99,4197,25140.03,12117.77,467.5,4044,15731.16,61966.91,9408.87,37.4258503271476,1.03783382789318,1.59810401775839
4425,22030,9.08,13.99,1204,18375.96,9440.92,133.97,1732,15726.56,144929.24,2649.4,14.4177501474753,0.695150115473441,1.16846659409305
10754,26995,38.35,55.99,324,18140.76,9182.36,36.04,410,15723.5,28720.52,2417.26,13.3250205614318,0.790243902439024,1.15373549146182
9165,2495,47.19,58.99,115,6023.85,5124.03,90.77,333,15714.27,68054.7,-9690.42,-160.867551482856,0.345345345345345,0.383336292427202
10754,17754,8.05,11.99,1855,22649.45,13043.33,206,1951,15705.55,28720.52,6943.9,30.6581396016239,0.950794464377242,1.44213032972421
4380,6717,16.53,21.99,820,16299.8,13771.08,646.86,950,15703.5,1675.39,596.299999999997,3.65832709603797,0.863157894736842,1.03797242652912
9165,38635,11.48,17.99,1447,25110.53,10841.79,161.3,1367,15693.16,68054.7,9417.37,37.5036687795917,1.05852231163131,1.60009392627106
8892,33212,5.7,8.49,2722,23109.78,4448.76,612.16,2750,15675,11595.97,7434.78,32.1715741127782,0.989818181818182,1.47430813397129
9165,4620,21.42,29.99,342,9178.58,7744.1,269.84,731,15658.02,68054.7,-6479.44,-70.5930546990929,0.467852257181943,0.586190335687399
9552,1148,5.26,6.99,3007,21018.93,6619.53,2367.65,2975,15648.5,55551.82,5370.43,25.5504442899805,1.01075630252101,1.34319136019427
9744,11698,7.84,11.99,2008,23979.92,13163.02,223.27,1995,15640.8,3999.93,8339.12,34.7754287754088,1.00651629072682,1.53316454401309
3252,25753,5.33,7.99,2483,19839.17,9875.64,96.06,2929,15611.57,61966.91,4227.6,21.3093592121041,0.847729600546262,1.27079915729168
2000,37607,9.39,19.99,1687,25643.13,18415.93,759.15,1662,15606.18,19016.59,10036.95,39.1408927069355,1.0150421179302,1.64313944860305
3252,44041,7.61,12.99,2072,24624.28,14593.21,462.45,2048,15585.28,61966.91,9039,36.7076722649353,1.01171875,1.57997033097897
12546,16180,6.84,10.99,2386,27162.14,18004.2,264.46,2277,15574.68,123880.97,11587.46,42.6603353049502,1.04787000439174,1.74399345604532
9165,18638,16.55,24.99,952,23853.48,15111.97,105.55,941,15573.55,68054.7,8279.93,34.7116227904691,1.01168969181722,1.53166619043185
2000,23235,7.18,14.99,2037,23188.63,12365.2,226.45,2169,15573.42,19016.59,7615.21,32.8402756005853,0.939142461964039,1.48898764690094
1128,15314,8.96,12.99,1543,20739.57,11632.38,171.47,1738,15572.48,68601.68,5167.09,24.9141616725901,0.887802071346375,1.33180906316784
1392,38179,4.13,7.99,3792,23710.08,11685.35,422.08,3770,15570.1,79528.99,8139.98,34.3313055038195,1.00583554376658,1.52279561467171
4425,23168,9.93,15.99,1462,23371.38,13027.85,162.51,1566,15550.38,144929.24,7821,33.4640059765405,0.933588761174968,1.50294590871734
480,4216,16.92,21.99,483,10105.17,7922.19,380.96,919,15549.48,89286.27,-5444.31,-53.8764810488097,0.52557127312296,0.649871892822139
6785,24014,9.08,13.99,1495,21128.05,8967.68,166.73,1711,15535.88,13605.41,5592.17,26.4679892370569,0.873758036236119,1.35995193062768
2000,40965,16.44,29.99,881,22551.19,15933.77,97.43,945,15535.8,19016.59,7015.39,31.1087352818188,0.932275132275132,1.45156284195214
4425,16427,6.66,9.99,2388,26505.12,16724.14,532.41,2329,15511.14,144929.24,10993.98,41.478702982669,1.02533276084156,1.70877962548207
3252,26358,6.62,9.99,1513,12088.87,4002.99,169.3,2343,15510.66,61966.91,-3421.79,-28.3052923887841,0.645753307725139,0.779391076846504
7239,1240,24.99,33.99,562,19790.38,10441.04,442.76,620,15493.8,16978.67,4296.58,21.7104471970725,0.906451612903226,1.27730963353083
9819,6530,5.33,7.99,3052,25180.48,10838.87,340.37,2906,15488.98,14836.57,9691.5,38.488146373699,1.05024088093599,1.62570291910765
2242,12685,8.38,14.99,1860,26868.4,16547.56,206.33,1847,15477.86,7982.65,11390.54,42.3938157835971,1.00703844071467,1.73592473378103
2000,11640,6.49,9.99,2129,28519.71,16384.82,236.59,2384,15472.16,19016.59,13047.55,45.7492379831352,0.893036912751678,1.84329208074374
4425,8875,15.33,22.99,956,22332.44,12663.59,213.67,1009,15467.97,144929.24,6864.47,30.7376623423146,0.947472745292369,1.44378609474934
9625,4111,0.79,0.99,16540,16374.6,4144.14,863.11,19576,15465.04,1933.19,909.560000000001,5.55470057283843,0.844912137310993,1.05881394422517
4425,14194,25.5,37.99,534,20286.66,11624.94,59.3,606,15453,144929.24,4833.66,23.8267906101842,0.881188118811881,1.31279751504562
9165,19554,5.29,7.99,2544,22593.56,10304.32,283.38,2921,15452.09,68054.7,7141.47,31.6084317832161,0.87093461143444,1.46216854807343
1392,25520,7.23,10.99,1567,18168.33,7681.51,174.92,2137,15450.51,79528.99,2717.82,14.959107413835,0.733270940570894,1.17590487304303
7245,4858,0.71,0.99,18351,36518.49,13971.79,949.97,21715,15417.65,38994.78,21100.84,57.7812499914427,0.84508404328805,2.36861583963834
9815,23049,6.12,8.99,2514,23244.86,10628.54,280.21,2517,15404.04,27100.41,7840.82,33.7314141707027,0.99880810488677,1.50901062318716
8673,38690,10.13,15.99,1386,22766.14,13475.83,153.94,1519,15387.47,15919.7,7378.67,32.4107204822601,0.912442396313364,1.47952457421525
9552,7017,25.59,34.99,649,20770.51,15780.07,511.76,601,15379.59,55551.82,5390.92,25.9546828652739,1.07986688851913,1.35052429876219
7153,2461,20.15,25.99,441,10147.59,8308.39,347.8,763,15374.45,15884.82,-5226.86,-51.5083877058494,0.577981651376147,0.660029464468648
9165,20992,6.7,12.99,2071,22152.29,12659.21,230.02,2293,15363.1,68054.7,6789.19,30.6478021008212,0.903183602267772,1.44191536864305
1392,26403,9.86,14.99,862,12045.38,5397.16,96.05,1558,15361.88,79528.99,-3316.5,-27.5333779424144,0.553273427471117,0.784108455475502
9815,31456,5.22,8.99,2953,24707.47,13021.44,660,2942,15357.24,27100.41,9350.23,37.8437371369873,1.00373895309313,1.60884833472681
516,24673,8.96,12.99,1720,23926.8,16707.06,382.96,1711,15330.56,8510.41,8596.24,35.9272447631944,1.0052600818235,1.5607257660516
12546,4846,12.4,16.99,1298,22596.02,17014.24,1023.25,1236,15326.4,123880.97,7269.62,32.1721258876563,1.05016181229773,1.47432012736194
4425,25963,11.61,17.99,1264,24807.36,14541.6,140.34,1320,15325.2,144929.24,9482.16,38.2231724778453,0.957575757575758,1.618729935009
2000,13143,10.27,15.99,1403,21090.97,12154.92,155.82,1492,15322.84,19016.59,5768.13,27.3488132598927,0.940348525469169,1.37644000720493
1189,3047,20.73,27.99,717,17696.83,10713.67,565,739,15319.47,609.39,2377.36,13.4338183731211,0.970230040595399,1.15518552534781
4425,8929,5.8,8.99,3057,39102.43,19408.83,340.22,2641,15317.8,144929.24,23784.63,60.8264754901422,1.15751609238925,2.55274451944796
653,4272,20.43,27.99,761,22136.39,17997.81,600.24,749,15302.07,8014.98,6834.32,30.8736880765111,1.01602136181575,1.4466271556724
