"vendorNumber","brand","PurchasePrice","ActualPrice","TotalSalesQuantity","TotalSalesDollars","TotalSalesPrice","TotalExciseTax","TotalQuantityPurchase","TotalPurchaseDollars","freightCost","GrossProfit","profitmargin","stockturnover","salestoPurchaseRatio"
9819,19055,6.75,9.99,1024,11210.76,6123.48,113.78,967,6527.25,14836.57,4683.51,41.7769178895989,1.05894519131334,1.7175318855567
90024,17957,9.14,15.99,679,9959.21,6939.28,75.12,714,6525.96,2802.64,3433.25,34.4731158395094,0.950980392156863,1.52609118045468
9165,46829,8.1,11.99,868,10237.32,7433.69,96.01,805,6520.5,68054.7,3716.82,36.3065724232514,1.07826086956522,1.57002070393375
6785,26680,5.44,7.99,994,7942.06,3723.34,110.79,1198,6517.12,13605.41,1424.94,17.9416927094482,0.829716193656094,1.21864565943239
660,1889,5.5,6.99,1128,9012.72,1590.01,1184.4,1184,6512,17932.33,2500.72,27.746562635919,0.952702702702703,1.3840171990172
10754,25638,21.56,32.99,210,6455.9,4135.65,23.27,302,6511.12,28720.52,-55.2200000000012,-0.85534162548988,0.695364238410596,0.991519124205974
8352,5507,4.54,7.99,1441,10085.59,4749.23,1134.79,1434,6510.36,10261.6,3575.23,35.4488929254511,1.00488145048815,1.54916010788958
1392,42212,4.07,7.99,1662,10563.38,5559.25,184.9,1599,6507.93,79528.99,4055.45,38.3915943571092,1.03939962476548,1.62315513535026
10050,3319,21.89,29.99,139,3952.61,2279.19,109.5,297,6501.33,732.6,-2548.72,-64.4819499014575,0.468013468013468,0.607969446251767
9815,7485,2.85,3.99,2254,8993.46,845.88,1775.14,2279,6495.15,27100.41,2498.31,27.779186208645,0.989030276437034,1.38464238701185
9552,3861,3.59,4.99,912,4550.88,1412.17,718.05,1809,6494.31,55551.82,-1943.43,-42.7044879232149,0.504145936981758,0.700748809342332
9552,18125,6.16,8.99,1021,9310.79,5252.28,113.53,1054,6492.64,55551.82,2818.15,30.2675712802029,0.968690702087287,1.43405302003499
9165,16778,11.03,15.99,671,10751.29,6843.73,74.38,588,6485.64,68054.7,4265.65,39.6757040317953,1.14115646258503,1.65770687241352
10000,21270,5.91,8.99,1190,11530.1,7220.58,131.78,1097,6483.27,17587.59,5046.83,43.7709126547038,1.08477666362808,1.77843896675597
3924,8848,0.77,0.99,6780,6712.2,1885.95,353.07,8413,6478.01,14069.87,234.19,3.48901999344477,0.805895637703554,1.03615153419028
1587,31318,7.58,10.99,765,8782.35,4147.42,85.33,853,6465.74,6070.09,2316.61,26.3780195505759,0.8968347010551,1.35829000238178
4425,40538,10.8,15.99,560,8957.4,6830.73,61.86,598,6458.4,144929.24,2499,27.8987206108916,0.936454849498328,1.38693794128577
8673,10380,7.09,10.99,642,7543.08,3794.71,71.43,908,6437.72,15919.7,1105.36,14.6539609814558,0.70704845814978,1.17170053994271
1128,2641,37.59,49.99,166,8298.34,349.93,130.72,171,6427.89,68601.68,1870.45,22.5400501787104,0.970760233918129,1.29098973380067
9552,2126,53.56,74.99,0,0,0,0,120,6427.2,55551.82,-6427.2,-Inf,0,0
9552,1049,5.55,6.99,1287,8996.13,2809.98,1013.41,1156,6415.8,55551.82,2580.33,28.6826668800918,1.11332179930796,1.40218367156083
3960,1263,916.02,1199.99,2,2399.98,2399.98,1.58,7,6412.14,257032.07,-4012.16,-167.174726456054,0.285714285714286,0.37428689953744
4425,22336,36.18,54.99,209,11621.91,5229.06,23.31,177,6403.86,144929.24,5218.05,44.8983858935407,1.18079096045198,1.81482886883848
1590,18778,6.62,9.99,950,10438.5,7321.37,105.18,967,6401.54,7259.75,4036.96,38.6737558078268,0.982419855222337,1.63062325627896
4425,27193,35.52,53.99,40,2159.6,1133.79,4.45,180,6393.6,144929.24,-4234,-196.054824967587,0.222222222222222,0.337775275275275
6213,3799,27.99,34.99,7,244.93,174.95,5.51,228,6381.72,9621.58,-6136.79,-2505.52811007227,0.0307017543859649,0.0383799351898861
9165,5640,12.68,16.99,169,2871.31,2429.57,66.09,503,6378.04,68054.7,-3506.73,-122.12996855094,0.335984095427435,0.450186891270672
9552,36510,7.89,13.99,840,10281.6,6127.01,93.3,807,6367.23,55551.82,3914.37,38.0716036414566,1.04089219330855,1.614768117376
9815,17978,5.47,7.99,1247,9963.53,5449.18,138.63,1164,6367.08,27100.41,3596.45,36.0961426321796,1.0713058419244,1.56485076361535
4425,10935,27.92,42.99,185,7953.15,5932.62,20.45,228,6365.76,144929.24,1587.39,19.9592614247185,0.81140350877193,1.24936378374303
12546,17459,6.07,8.99,1110,10560.9,5834.87,123.38,1047,6355.29,123880.97,4205.61,39.8224583132119,1.06017191977077,1.6617495031698
9552,3481,16.29,24.99,674,13333.26,9861.09,531.43,390,6353.1,55551.82,6980.16,52.3514879331836,1.72820512820513,2.09870142135336
9165,17146,9.08,14.99,707,11211.93,8885.39,78.06,699,6346.92,68054.7,4865.01,43.3913697284946,1.01144492131617,1.76651509708646
8673,31195,17.53,26.99,320,9481.8,6475.8,35.43,362,6345.86,15919.7,3135.94,33.0732561328018,0.883977900552486,1.49417100282704
4425,18617,8.38,13.99,731,10204.69,6150.58,81.09,757,6343.66,144929.24,3861.03,37.8358382273249,0.965653896961691,1.60864390588398
1128,8011,7.24,9.99,871,8701.29,2717.28,914.55,876,6342.24,68601.68,2359.05,27.111497260751,0.994292237442922,1.37195848785287
4425,13113,21.85,32.99,282,9303.18,4684.58,31.34,290,6336.5,144929.24,2966.68,31.8888810062796,0.972413793103448,1.46818906336306
9165,5644,12.59,16.99,291,4944.09,4060.61,113.91,503,6332.77,68054.7,-1388.68,-28.0876763974766,0.578528827037773,0.78071523203906
7153,20662,6.89,9.99,770,7692.3,2877.12,86.08,919,6331.91,15884.82,1360.39,17.6850876850877,0.837867247007617,1.21484670502266
9165,26491,8.78,12.99,671,8716.29,5053.11,74.48,721,6330.38,68054.7,2385.91,27.37299929213,0.930651872399445,1.37689838524702
6785,27472,8.6,12.99,741,9939.59,5864.63,82.24,736,6329.6,13605.41,3609.99,36.3193049210279,1.00679347826087,1.57033461830131
7153,38263,6.16,9.99,1042,10394.58,5661.27,115.8,1027,6326.32,15884.82,4068.26,39.1382816814147,1.01460564751704,1.6430689563601
2000,6624,33.11,55.99,395,16252.05,10373.5,43.87,191,6324.01,19016.59,9928.04,61.0879242926277,2.06806282722513,2.56989631578698
4380,1111,5.07,6.99,1231,8604.69,4480.59,969.49,1247,6322.29,1675.39,2282.4,26.5250694679297,0.987169206094627,1.36100843207129
4425,26768,33.78,49.99,126,6298.74,2599.48,14.05,187,6316.86,144929.24,-18.1200000000008,-0.287676582935647,0.67379679144385,0.997131486213087
4425,24427,65.78,99.99,48,5567.52,2899.75,5.34,96,6314.88,144929.24,-747.360000000001,-13.4235709974998,0.5,0.881650957737914
9165,2733,58.95,78.99,179,14139.21,12401.43,141.27,107,6307.65,68054.7,7831.56,55.3889503020324,1.67289719626168,2.24159710827329
4425,23871,23.97,34.99,244,8537.56,5808.34,26.97,263,6304.11,144929.24,2233.45,26.1602846714987,0.927756653992395,1.35428474439691
3252,14625,6.62,9.99,953,9520.47,1568.43,106.97,951,6295.62,61966.91,3224.85,33.872802498196,1.00210304942166,1.51223707911214
10754,26583,128.27,185.99,13,2417.87,1487.92,1.44,49,6285.23,28720.52,-3867.36,-159.949046061203,0.26530612244898,0.384690775039259
4692,24666,5.19,7.99,1211,9675.89,4833.95,134.77,1211,6285.09,9139.38,3390.8,35.0438047559449,1,1.53949903660886
480,2863,34.34,44.99,248,11592.52,10462.76,195.74,183,6284.22,89286.27,5308.3,45.7907340250437,1.3551912568306,1.84470308168715
4425,26492,20.13,29.99,305,9146.95,3958.68,34.03,312,6280.56,144929.24,2866.39,31.3371123707902,0.977564102564103,1.45639083139083
1392,47027,5.29,8.99,1182,9518.18,5520.15,263.95,1187,6279.23,79528.99,3238.95,34.0290895948595,0.995787700084246,1.51581961482538
10754,17407,522.87,829.99,13,10399.87,1599.98,1.46,12,6274.44,28720.52,4125.43,39.6680920049962,1.08333333333333,1.65749772091215
7153,23015,16.89,24.99,189,4015.11,2816.66,20.93,371,6266.19,15884.82,-2251.08,-56.0652136554167,0.509433962264151,0.640757781043984
10754,26319,6.53,9.99,709,7094.91,3548.46,79.01,959,6262.27,28720.52,832.64,11.7357373102689,0.739311783107404,1.13296137023795
2000,30713,11.18,27.99,822,16782.78,8794.73,91.47,560,6260.8,19016.59,10521.98,62.695095806535,1.46785714285714,2.68061270125224
3252,15263,7.71,12.99,832,9910.18,5363.99,185.9,811,6252.81,61966.91,3657.37,36.9051823478484,1.02589395807645,1.58491622166674
9165,2025,13.56,18.99,440,7501.6,6748.04,347.21,461,6251.16,68054.7,1250.44,16.6689772848459,0.954446854663774,1.20003327382438
3960,868,24.61,31.99,279,9101.21,4959.48,292.95,254,6250.94,257032.07,2850.27,31.3174841586998,1.09842519685039,1.45597462141694
10754,18664,6.57,9.99,812,8151.88,4389.62,90.29,949,6234.93,28720.52,1916.95,23.5154344764643,0.85563751317176,1.30745333147285
4425,6987,6.7,11.99,1113,11326.87,6485.65,123.58,930,6231,144929.24,5095.87,44.9892159087197,1.19677419354839,1.81782538918312
4425,13065,60.4,94.99,120,10798.8,5219.42,13.4,103,6221.2,144929.24,4577.6,42.3898951735378,1.16504854368932,1.73580659679805
8150,4138,22.21,27.99,320,8956.8,7277.4,252.44,280,6218.8,935.52,2738,30.5689531975706,1.14285714285714,1.44027786711263
10754,34388,9.93,16.99,568,8358.32,5990.94,62.9,626,6216.18,28720.52,2142.14,25.6288345026273,0.907348242811502,1.34460713814594
9165,24827,270.26,399.99,9,3599.91,1599.96,2.03,23,6215.98,68054.7,-2616.07,-72.6704278718079,0.391304347826087,0.579137963764362
4425,41348,12.16,17.99,490,8815.1,5055.19,54.45,511,6213.76,144929.24,2601.34,29.5100452632415,0.958904109589041,1.41864185291997
10754,25195,71.42,109.99,78,8579.22,5939.46,8.62,87,6213.54,28720.52,2365.68,27.5745347479141,0.896551724137931,1.3807298255101
9815,10175,5.19,7.99,1136,8567.64,4656.81,126.28,1197,6212.43,27100.41,2355.21,27.4896004033783,0.949039264828738,1.37911252118736
4425,25730,19.35,29.99,152,4558.48,2549.15,16.87,321,6211.35,144929.24,-1652.87,-36.2592355346519,0.473520249221184,0.733895207966062
2000,26560,10.8,15.99,399,6380.01,3677.7,44.33,575,6210,19016.59,170.01,2.66472936562796,0.693913043478261,1.0273768115942
9819,12234,3.24,5.99,1850,10523.5,4805.71,206.19,1916,6207.84,14836.57,4315.66,41.0097401054782,0.965553235908142,1.69519510812134
10754,36852,9.58,13.99,685,9266.15,5874.69,75.95,648,6207.84,28720.52,3058.31,33.0051855409205,1.0570987654321,1.4926528389907
9552,1158,5.34,6.99,1264,8835.36,2481.45,995.47,1162,6205.08,55551.82,2630.28,29.7699244852502,1.08777969018933,1.42389139221412
4425,35650,12.92,18.99,410,7869.9,4505.65,45.53,480,6201.6,144929.24,1668.3,21.1984904509587,0.854166666666667,1.26901122291022
8735,6929,13.33,19.99,627,10206.73,7808.31,494.59,465,6198.45,263.32,4008.28,39.2709516172173,1.34838709677419,1.64665843880325
9552,18909,9.65,15.99,646,9351.54,5698.05,71.72,642,6195.3,55551.82,3156.24,33.7510185488166,1.00623052959502,1.50945716914435
10754,12304,7.99,11.99,694,8321.06,4424.31,77.18,775,6192.25,28720.52,2128.81,25.5833992303865,0.895483870967742,1.34378618434333
1392,45921,5.13,9.99,1414,13180.86,7222.4,157.24,1207,6191.91,79528.99,6988.95,53.0234749477652,1.17149958574979,2.12872280120351
9552,36371,6.84,11.99,954,9988.46,5946.34,105.85,905,6190.2,55551.82,3798.26,38.0264825608753,1.05414364640884,1.61359245258635
7245,2716,50.72,69.99,113,7908.87,7138.98,89.2,122,6187.84,38994.78,1721.03,21.7607572257478,0.926229508196721,1.27813097946941
3252,6635,6.66,9.99,943,9543.57,5384.68,210.64,929,6187.14,61966.91,3356.43,35.1695434727256,1.01506996770721,1.54248489609092
9552,26339,8.44,12.99,703,9147.97,4547.51,78.22,733,6186.52,55551.82,2961.45,32.3727559228987,0.959072305593452,1.47869399921119
8673,24265,14.09,22.99,465,10940.35,5907.5,51.63,439,6185.51,15919.7,4754.84,43.4614980325127,1.05922551252847,1.76870621824231
10754,19489,7.84,11.99,762,7216.58,3658.19,84.86,788,6177.92,28720.52,1038.66,14.392690166256,0.967005076142132,1.16812454677302
9552,24860,35.48,54.99,76,4179.24,2804.49,8.44,174,6173.52,55551.82,-1994.28,-47.7187239785224,0.436781609195402,0.676962251681375
10754,19660,13.24,19.99,497,9747.03,4909.51,55.3,466,6169.84,28720.52,3577.19,36.7003076834687,1.06652360515021,1.57978650986087
7153,17882,16.32,23.99,459,11248.41,8662.97,50.33,378,6168.96,15884.82,5079.45,45.157048862906,1.21428571428571,1.82338838313103
8892,39652,3.89,5.99,1592,9536.08,1874.87,44.99,1583,6157.87,11595.97,3378.21,35.4255627050109,1.0056854074542,1.54860040890763
4425,25337,11.18,16.99,725,12317.75,7628.51,80.4,550,6149,144929.24,6168.75,50.0801688620081,1.31818181818182,2.00321190437469
9552,27679,9.33,15.99,626,9085.74,4654.78,69.62,659,6148.47,55551.82,2937.27,32.3283519008909,0.949924127465857,1.47772372639047
4425,22339,9.08,15.99,622,9950.78,6367.03,69.01,677,6147.16,144929.24,3803.62,38.2243402024766,0.918759231905465,1.61876053331945
10754,16968,10.8,16.99,533,9342.67,6406.33,59.01,569,6145.2,28720.52,3197.47,34.2243705493183,0.936731107205624,1.52031992449391
9819,42663,5.8,8.99,1073,11221.27,7611.78,118.88,1058,6136.4,14836.57,5084.87,45.3145677806523,1.01417769376181,1.82864057101884
9165,3212,75.75,99.99,62,6199.38,5699.43,114.04,81,6135.75,68054.7,63.6300000000001,1.02639296187683,0.765432098765432,1.01037037037037
10754,33734,11.61,19.99,112,2026.88,1411.22,12.4,528,6130.08,28720.52,-4103.2,-202.439216924534,0.212121212121212,0.33064495079999
7153,22842,7.28,11.99,846,9196.54,5799.69,93.79,842,6129.76,15884.82,3066.78,33.3471066292323,1.00475059382423,1.50030996319595
10754,13443,9.65,13.99,285,3461.15,2216.17,31.57,635,6127.75,28720.52,-2666.6,-77.0437571327449,0.448818897637795,0.56483211619273
2000,25043,5.74,8.99,1020,9643.8,3307.49,113.97,1067,6124.58,19016.59,3519.22,36.4920467035816,0.955951265229616,1.57460593216188
1392,39600,4.54,7.99,1272,10054.28,5326.25,36.9,1349,6124.46,79528.99,3929.82,39.0860409696169,0.942920681986657,1.64165983613249
90024,10470,11.4,18.99,596,10616.04,7680.69,65.88,537,6121.8,2802.64,4494.24,42.3344297873783,1.1098696461825,1.73413701852396
9165,31345,15.64,22.99,358,8157.42,5227.71,39.66,391,6115.24,68054.7,2042.18,25.0346310475616,0.915601023017903,1.33394928081318
7153,3350,12.3,15.99,560,6569.4,2498,441.05,497,6113.1,15884.82,456.3,6.94583980272171,1.12676056338028,1.0746429798302
9552,46554,9.39,13.99,674,10674.26,6499.9,74.77,651,6112.89,55551.82,4561.37,42.7324236059455,1.03533026113671,1.74618879122641
9165,25609,16.43,23.99,309,6187.91,3643.15,34.31,371,6095.53,68054.7,92.3800000000001,1.49291117679475,0.83288409703504,1.01515536794996
9165,2384,31.24,39.99,348,10220.52,4306.56,274.21,195,6091.8,68054.7,4128.72,40.3963790492069,1.78461538461538,1.67775041859549
4425,21058,30.61,44.99,185,8117.15,5455.77,20.5,199,6091.39,144929.24,2025.76,24.9565426288784,0.92964824120603,1.33256120524215
516,11932,18.29,32.99,311,8887.39,6111.36,34.43,333,6090.57,8510.41,2796.82,31.4695315497576,0.933933933933934,1.45920496767954
4425,24299,5.88,8.99,1181,10800.19,6950.42,130.85,1034,6079.92,144929.24,4720.27,43.705434811795,1.142166344294,1.77637041276859
90024,44733,5.19,10.99,1133,10012.67,5281.96,125.89,1171,6077.49,2802.64,3935.18,39.3020043604753,0.967549103330487,1.64750085972992
4425,26870,38.95,59.99,89,5339.11,2699.55,9.9,156,6076.2,144929.24,-737.09,-13.8054844346717,0.57051282051282,0.878692274776999
4425,23194,21.19,31.99,174,5683.26,3053.07,19.35,286,6060.34,144929.24,-377.08,-6.63492432160415,0.608391608391608,0.937779068501107
4425,26769,33.11,49.99,150,7498.5,3649.27,16.69,183,6059.13,144929.24,1439.37,19.1954390878176,0.819672131147541,1.23755390625387
10754,36138,7.38,10.99,817,9448.83,6522.34,90.52,821,6058.98,28720.52,3389.85,35.8758703458523,0.995127892813642,1.55947535723835
2000,41222,10.32,19.99,547,9075.53,5361.78,60.66,586,6047.52,19016.59,3028.01,33.3645528139954,0.933447098976109,1.5007027674154
516,13837,5.73,8.99,1053,9999.47,5883.82,234.92,1054,6039.42,8510.41,3960.05,39.6025989377437,0.999051233396584,1.65570038182474
9552,31045,39.47,64.99,140,8658.6,6828.89,15.46,153,6038.91,55551.82,2619.69,30.255353059386,0.915032679738562,1.43380179535711
6785,29118,6.8,10.99,1073,11285.27,6039.25,119.36,888,6038.4,13605.41,5246.87,46.4930834618933,1.20833333333333,1.86891726285109
90051,24024,13.69,19.99,382,7636.18,5277.36,42.3,441,6037.29,54.91,1598.89,20.9383487555296,0.866213151927438,1.26483571271216
10754,36080,134.01,274.99,50,9849.5,3545.82,5.6,45,6030.45,28720.52,3819.05,38.7740494441342,1.11111111111111,1.63329436443383
2000,19464,4.72,6.99,1277,8926.23,4005.27,142.4,1277,6027.44,19016.59,2898.79,32.4749642346209,1,1.48093220338983
1392,23959,26.52,38.99,138,5380.62,3002.23,15.39,227,6020.04,79528.99,-639.42,-11.8837606075136,0.607929515418502,0.893784758905256
9165,23853,18.24,26.99,218,5310.82,3859.42,24.14,330,6019.2,68054.7,-708.38,-13.3384298469916,0.660606060606061,0.882313264221159
9552,16557,19.99,29.99,299,8667.01,3962.65,33.32,301,6016.99,55551.82,2650.02,30.575942568429,0.993355481727575,1.44042286924193
516,34635,5.29,8.99,1176,10190.24,5532.64,262.62,1137,6014.73,8510.41,4175.51,40.9755805555119,1.03430079155673,1.69421403787036
4692,16889,7.79,11.99,771,9318.29,5815.2,85.49,771,6006.09,9139.38,3312.2,35.5451483051075,1,1.55147358764188
9165,10731,9.99,15.99,477,7452.23,5214.67,52.76,601,6003.99,68054.7,1448.24,19.4336460361529,0.793677204658902,1.24121292673705
10754,25198,17.76,26.99,193,5209.07,3886.56,21.33,338,6002.88,28720.52,-793.81,-15.2389965963214,0.571005917159763,0.867761807665654
4692,12271,8.66,14.99,696,9137.04,5301.97,77.3,693,6001.38,9139.38,3135.66,34.3181161514013,1.004329004329,1.52248982733971
1128,996,222.21,299.99,15,4499.85,4499.85,11.85,27,5999.67,68601.68,-1499.82,-33.3304443481449,0.555555555555556,0.750016250893799
4425,27097,51.72,88.99,169,12673.31,7349.02,18.76,116,5999.52,144929.24,6673.79,52.6601969019933,1.45689655172414,2.11238732431928
9552,5508,99.99,129.99,19,2469.81,1689.87,14.98,60,5999.4,55551.82,-3529.59,-142.90937359554,0.316666666666667,0.411676167616762
4425,17326,16.89,24.99,349,8721.51,4898.04,38.77,355,5995.95,144929.24,2725.56,31.2510104328264,0.983098591549296,1.45456683261201
4425,21381,9.03,13.99,652,9121.48,5428.12,72.36,664,5995.92,144929.24,3125.56,34.2659305288177,0.981927710843373,1.5212811378404
516,7371,7.14,12.99,869,10294.31,5186.59,194.11,839,5990.46,8510.41,4303.85,41.8080473582008,1.0357568533969,1.71845066989847
90047,19041,6.62,10.99,930,10335.7,7883.94,102.76,904,5984.48,1457.73,4351.22,42.0989386301847,1.0287610619469,1.72708405742855
12546,4044,9.62,12.99,1286,15592.14,9018.57,2363.45,622,5983.64,123880.97,9608.5,61.6239977321907,2.06752411575563,2.60579513473404
3252,12589,3.09,4.79,2026,9704.54,977.16,227.77,1935,5979.15,61966.91,3725.39,38.3881152532732,1.04702842377261,1.62306347892259
3924,4824,14.72,18.99,400,7229,4972.25,315.22,406,5976.32,14069.87,1252.68,17.3285378337253,0.985221674876847,1.20960724994646
9552,11003,11.25,18.99,416,7315.84,3131.21,46.42,531,5973.75,55551.82,1342.09,18.3449884087131,0.783427495291902,1.2246645741787
4425,15901,49.67,75.99,1,79.99,79.99,0.11,120,5960.4,144929.24,-5880.41,-7351.43142892862,0.00833333333333333,0.0134202402523321
3960,8447,16.92,23.99,557,10625.43,7439.19,439.24,352,5955.84,257032.07,4669.59,43.9473037797058,1.58238636363636,1.78403550128949
4425,23249,6.57,9.99,878,9045.22,4163.98,97.81,905,5945.85,144929.24,3099.37,34.2652804464678,0.970165745856354,1.52126609315741
9552,16896,71.42,109.99,69,7509.31,4429.59,7.66,83,5927.86,55551.82,1581.45,21.0598576966459,0.831325301204819,1.2667826163236
9552,43900,31.03,44.99,167,7513.33,2789.38,18.67,191,5926.73,55551.82,1586.6,21.1171344796515,0.87434554973822,1.26770242612705
9165,15334,6.07,9.99,1012,9872.88,5779.09,112.4,976,5924.32,68054.7,3948.56,39.9940037760005,1.03688524590164,1.66650012153294
480,4237,0.76,0.99,3563,3527.37,1443.42,184.12,7776,5909.76,89286.27,-2382.39,-67.5401219605542,0.458204732510288,0.596871954191033
4425,37158,8.49,12.99,705,9157.95,5546.73,78.26,696,5909.04,144929.24,3248.91,35.4763893666159,1.01293103448276,1.54982027537468
1392,42275,12.9,19.99,433,8655.67,5977.01,96.38,458,5908.2,79528.99,2747.47,31.7418524504746,0.945414847161572,1.4650265732372
10754,6598,24.61,31.99,14,441.86,441.86,11.06,240,5906.4,28720.52,-5464.54,-1236.71298601367,0.0583333333333333,0.0748103751862386
4425,41983,20.4,29.99,266,8485.34,4412.62,29.6,289,5895.6,144929.24,2589.74,30.5201677245697,0.920415224913495,1.43926657168058
1392,13899,10.45,15.99,550,9212.5,6721.98,60.76,564,5893.8,79528.99,3318.7,36.0238805970149,0.975177304964539,1.56308324001493
17031,32809,8.78,12.99,861,11184.39,9326.82,94.96,671,5891.38,1573.31,5293.01,47.3249770438978,1.28315946348733,1.89843296477226
10754,26026,18.82,28.99,207,6000.93,4522.44,22.87,313,5890.66,28720.52,110.27,1.83754851331376,0.661341853035144,1.01871946437241
6785,46498,6.75,9.99,839,8747.61,4383.85,187.73,872,5886,13605.41,2861.61,32.7130496215538,0.962155963302752,1.48617227319062
3924,7272,14.28,17.99,292,5253.08,2878.4,229.87,412,5883.36,14069.87,-630.280000000001,-11.9982943339907,0.70873786407767,0.892870740529221
10754,26356,7.43,10.99,713,7835.87,4549.86,79.13,791,5877.13,28720.52,1958.74,24.9970966848608,0.901390644753477,1.33328172083993
10000,44729,8.16,11.99,732,8776.68,647.46,82.35,720,5875.2,17587.59,2901.48,33.0589699066162,1.01666666666667,1.49385212418301
90032,16996,13.79,19.99,360,7196.4,6056.97,39.71,426,5874.54,778.25,1321.86,18.3683508420877,0.845070422535211,1.22501506500935
1590,13670,6.66,9.99,706,7052.94,2847.15,78.76,882,5874.12,7259.75,1178.82,16.71388101983,0.800453514739229,1.20068027210884
4425,17758,16.77,25.99,261,6783.39,4236.37,28.93,350,5869.5,144929.24,913.889999999999,13.4724673061699,0.745714285714286,1.15570150779453
4425,16000,16.21,23.99,336,8060.64,4869.97,37.19,362,5868.02,144929.24,2192.62,27.201562158836,0.92817679558011,1.37365584984373
4425,36267,9.65,14.99,612,8614.88,5036.43,67.99,607,5857.55,144929.24,2757.33,32.0065978864476,1.00823723228995,1.47073093699584
9552,43184,10.45,15.99,507,8106.93,4125.42,56.43,560,5852,55551.82,2254.93,27.8148448302872,0.905357142857143,1.38532638414217
7255,20402,6.2,8.99,695,6754.05,3605.27,77.29,943,5846.6,648.71,907.45,13.4356423183127,0.737009544008484,1.15520986556289
7153,22943,188.43,276.99,44,12187.56,4154.85,9.87,31,5841.33,15884.82,6346.23,52.071374417849,1.41935483870968,2.08643579458788
516,15482,5.96,8.99,977,9385.73,5570.22,217.99,980,5840.8,8510.41,3544.93,37.7693583770256,0.996938775510204,1.60692542117518
9165,4034,26.66,39.99,246,9469.54,6482.31,194.03,219,5838.54,68054.7,3631,38.3439955900709,1.12328767123288,1.62190205085518
10754,36139,9.65,13.99,502,7345.98,4774.73,55.59,605,5838.25,28720.52,1507.73,20.5245590105064,0.829752066115703,1.25825033186314
90024,12024,11.56,18.99,521,9813.79,6899.33,57.64,504,5826.24,2802.64,3987.55,40.6321105301825,1.03373015873016,1.68441224529027
9552,27432,11.03,15.99,492,8056.08,6213.21,54.4,528,5823.84,55551.82,2232.24,27.708761581315,0.931818181818182,1.3832934970741
9744,26754,17.12,26.99,253,6344.47,2939.83,28.22,340,5820.8,3999.93,523.669999999999,8.25395974762272,0.744117647058824,1.08996529686641
9552,15478,12.49,18.99,359,6401.41,3739.9,39.88,466,5820.34,55551.82,581.07,9.07721892520554,0.770386266094421,1.09983437393692
9815,10647,11.4,16.99,449,7628.51,5623.69,202.05,510,5814,27100.41,1814.51,23.785903144913,0.880392156862745,1.31209322325421
90024,44912,10.88,16.99,511,8072.89,6680.78,56.33,534,5809.92,2802.64,2262.97,28.0317209822009,0.956928838951311,1.38950106025556
9552,7284,6.16,9.99,907,8687.93,7062.63,100.09,943,5808.88,55551.82,2879.05,33.1385036481648,0.961823966065748,1.49562910578287
10754,22995,8.84,12.99,595,4705.05,1888.59,66.44,657,5807.88,28720.52,-1102.83,-23.4392833232378,0.905631659056317,0.810114878406579
12546,876,6.66,8.99,875,7866.25,5807.54,918.75,872,5807.52,123880.97,2058.73,26.1716828221834,1.00344036697248,1.35449382869108
28750,1425,20.73,27.99,331,9264.69,7025.49,261.03,280,5804.4,342.65,3460.29,37.3492259320064,1.18214285714286,1.59614947281373
4425,38481,10.96,16.99,534,9224.66,5690.71,59.17,529,5797.84,144929.24,3426.82,37.1484694286835,1.00945179584121,1.59105115008348
4425,17984,9.86,14.99,568,8514.32,1843.77,63.96,588,5797.68,144929.24,2716.64,31.9067171541591,0.965986394557823,1.46857363635109
1392,855,8.65,10.99,672,7385.28,4099.27,705.6,670,5795.5,79528.99,1589.78,21.5263334633216,1.00298507462687,1.27431282891899
90047,15504,17.56,25.99,342,8862.58,4018.45,38.12,330,5794.8,1457.73,3067.78,34.6149766772204,1.03636363636364,1.5294022226824
9165,26260,68.96,99.99,9,899.91,799.92,0.99,84,5792.64,68054.7,-4892.73,-543.691035770244,0.107142857142857,0.155354035465694
9819,19635,13.07,21.99,573,12140.27,7962.23,63.5,443,5790.01,14836.57,6350.26,52.3074033773549,1.29345372460497,2.0967614909128
7153,25833,8.05,11.99,264,3165.36,2170.19,29.18,719,5787.95,15884.82,-2622.59,-82.8528192685824,0.367176634214186,0.546887930960012
10754,25257,20.77,31.99,213,6454.87,4163.62,23.59,278,5774.06,28720.52,680.809999999999,10.547230230818,0.766187050359712,1.11790836950084
4425,43638,62.06,95.99,139,13948.61,5939.42,15.55,93,5771.58,144929.24,8177.03,58.6225437516713,1.49462365591398,2.41677495590462
8004,5495,11.67,15.99,496,7931.04,5212.74,390.75,494,5764.98,50293.62,2166.06,27.3111723052714,1.00404858299595,1.37572723582736
4425,24999,17.23,24.99,376,9408.24,4056.38,41.9,334,5754.82,144929.24,3653.42,38.8321301327347,1.12574850299401,1.63484522539367
9165,24752,5.95,8.99,967,8693.33,2894.78,108.16,967,5753.65,68054.7,2939.68,33.8153503893215,1,1.5109243697479
90010,23188,18.36,26.99,275,7617.25,4618.33,30.5,313,5746.68,524.94,1870.57,24.5570251731268,0.878594249201278,1.32550446518686
9165,10227,6.16,9.99,962,9372.38,4118.76,107.28,931,5734.96,68054.7,3637.42,38.8099927659783,1.03329752953813,1.63425376986064
172662,2265,21.47,28.99,222,6435.78,5363.15,175.13,267,5732.49,178.34,703.29,10.9278129457502,0.831460674157303,1.12268490655893
